Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
900.0,2,2.0,0,241,3.0,7400000,1,1,1,23840.0
2000.0,3,3.0,1,239,1.0,37500000,1,1,0,23840.0
2000.0,4,4.0,1,241,3.0,15000000,1,1,1,7500.0
1900.0,3,3.0,1,341,1.0,55300000,0,0,0,7500.0
1530.0,3,3.0,1,239,2.0,26500000,1,1,1,7500.0
100.0,3,2.0,1,239,2.0,16000000,1,1,0,160000.0
900.0,3,2.0,0,241,2.0,10400000,1,1,1,11556.0
270.0,1,1.0,2,241,2.0,1700000,1,1,1,11556.0
950.0,2,2.0,1,241,2.0,8000000,1,1,1,8421.0
1800.0,3,3.0,1,239,2.0,27000000,1,1,1,8421.0
1500.0,3,3.0,1,241,2.0,19500000,1,1,1,8421.0
1800.0,3,3.0,0,239,3.0,50000000,1,1,0,27778.0
1800.0,3,3.0,2,241,3.0,21100000,1,1,1,11722.0
850.0,2,3.0,1,241,1.0,5900000,1,1,1,24718.0
140.0,3,2.0,2,260,1.0,12000000,1,0,1,85714.0
900.0,3,2.0,2,241,1.0,12000000,1,1,1,13333.0
1800.0,3,3.0,2,241,1.0,24000000,1,1,0,13333.0
200.0,1,1.0,1,239,1.0,7000000,1,1,0,13333.0
1782.0,3,3.0,1,239,1.0,15000000,1,1,0,8418.0
900.0,2,2.0,0,24,1.0,1500000,1,1,1,1667.0
405.0,2,1.0,1,241,1.0,3950000,1,1,0,1667.0
1500.0,3,3.0,2,241,1.0,12500000,1,1,1,8333.0
66.0,3,1.0,2,24,1.0,1600000,1,0,0,24242.0
2000.0,4,4.0,2,65,2.0,36500000,1,1,0,11291.5
1200.0,3,2.0,1,68,1.0,20000000,1,1,0,11291.5
1100.0,2,2.0,1,346,1.0,15000000,1,1,0,11291.5
1400.0,3,2.0,1,346,2.0,25000000,1,0,0,11291.5
1600.0,3,2.0,1,64,2.0,18500000,1,1,0,11291.5
1600.0,4,3.0,2,56,2.0,23500000,1,1,0,11291.5
600.0,1,1.0,1,346,1.0,8000000,1,0,0,11291.5
1600.0,3,2.0,2,304,1.0,23000000,1,1,0,11291.5
2000.0,3,3.0,2,64,1.0,31000000,1,1,0,15500.0
650.0,1,2.0,1,63,1.0,7400000,1,1,0,15500.0
1100.0,2,2.0,2,346,1.0,15500000,1,1,0,15500.0
1075.0,2,2.0,1,63,2.0,12000000,1,0,0,15500.0
1450.0,3,2.0,1,67,2.0,23500000,1,1,0,15500.0
1200.0,3,2.0,1,347,2.0,25000000,1,1,0,20833.0
600.0,1,2.0,2,106,2.0,7000000,1,0,0,20833.0
1000.0,2,2.0,2,64,1.0,17500000,1,1,0,20833.0
1600.0,3,2.0,1,111,1.0,25000000,1,1,0,20833.0
1750.0,4,4.0,2,349,1.0,29000000,1,0,0,20833.0
1300.0,3,3.0,1,63,1.0,21900000,1,1,0,20833.0
550.0,1,2.0,0,350,1.0,7500000,1,1,0,20833.0
2200.0,4,3.0,1,66,2.0,23500000,1,1,0,10681.0
1100.0,2,2.0,1,349,2.0,24000000,1,1,0,21818.0
1700.0,3,2.0,1,346,2.0,31000000,1,1,1,21818.0
1100.0,2,2.0,1,346,3.0,16500000,1,1,0,21818.0
1000.0,2,2.0,0,158,1.0,5000000,1,1,1,21818.0
1350.0,3,2.0,0,79,1.0,24000000,1,0,0,21818.0
1184.0,2,2.0,1,111,1.0,17000000,1,1,0,14358.0
2000.0,4,2.0,0,348,1.0,40000000,1,0,0,14358.0
3500.0,4,4.0,1,346,5.0,22500000,1,0,1,14358.0
900.0,3,3.0,0,346,2.0,20000000,1,1,1,14358.0
750.0,2,2.0,1,138,1.0,5000000,1,0,0,6667.0
950.0,3,2.0,0,343,1.0,4370000,1,0,0,4600.0
1000.0,3,2.0,2,357,1.0,4620000,1,0,0,4620.0
850.0,2,1.0,1,326,1.0,1900000,1,0,0,2235.0
1350.0,3,2.0,2,175,1.0,5130000,1,0,0,3800.0
540.0,2,2.0,1,5,1.0,3000000,1,0,0,5000.0
1387.0,4,4.0,2,92,1.0,5890000,1,0,0,4247.0
540.0,2,2.0,1,163,1.0,3300000,1,0,0,6111.0
976.0,2,2.0,0,118,1.0,24900000,1,0,0,25512.0
1050.0,3,2.0,2,340,1.0,3700000,1,0,0,3524.0
1500.0,3,2.0,2,162,1.0,17400000,1,1,0,22222.0
2900.0,5,5.0,0,141,1.0,51000000,0,0,1,22222.0
1000.0,3,2.0,1,231,1.0,5510000,0,0,1,22222.0
1135.0,3,3.0,0,339,2.0,25000000,0,1,0,22222.0
850.0,2,2.0,1,97,1.0,2940000,0,0,0,24718.0
1200.0,3,3.0,1,19,1.0,15500000,1,1,0,24718.0
1700.0,3,2.0,1,334,1.0,17200000,1,1,0,24718.0
1800.0,4,3.0,1,351,2.0,55000000,1,1,1,30556.0
1100.0,2,2.0,1,346,1.0,15000000,1,1,0,30556.0
22050.0,4,4.0,1,123,2.0,51000000,0,0,1,30556.0
1550.0,4,3.0,1,280,1.0,13000000,1,0,1,30556.0
1600.0,3,3.0,1,123,1.0,30000000,1,0,1,18750.0
700.0,2,2.0,1,155,1.0,2400000,1,0,1,18750.0
45.0,4,3.0,2,29,1.0,5500000,1,0,1,18750.0
1250.0,2,1.0,1,54,1.0,7500000,1,1,0,4444.0
504.0,3,1.0,1,312,1.0,3600000,1,1,0,7143.0
65.0,3,2.0,1,315,1.0,35000000,1,0,0,7143.0
450.0,2,1.0,2,312,1.0,6000000,1,1,0,13333.0
1800.0,4,2.0,0,266,1.0,17500000,1,1,1,9722.0
1800.0,4,3.0,0,151,1.0,35000000,1,1,1,19444.0
1530.0,5,2.0,0,264,1.0,10200000,1,1,1,6667.0
1750.0,4,4.0,2,349,1.0,29000000,1,0,0,6667.0
2210.0,4,3.0,1,329,1.0,41000000,1,1,1,6667.0
760.0,3,2.0,0,113,1.0,6000000,1,1,1,6667.0
400.0,2,1.0,0,160,1.0,2500000,1,0,0,6667.0
380.0,1,1.0,2,113,1.0,2200000,1,1,1,6667.0
904.1676,2,2.0,0,336,1.0,21500000,1,0,0,6667.0
900.0,4,1.0,0,317,1.0,15000000,1,1,0,6667.0
810.0,5,6.0,0,113,1.0,28900000,1,1,0,6667.0
100.0,3,2.0,2,113,1.0,5500000,1,1,1,6667.0
50.0,2,1.0,1,317,1.0,1950000,1,0,0,6667.0
58.0,2,1.0,2,113,1.0,3800000,1,1,0,6667.0
900.0,2,1.0,1,328,1.0,6200000,1,0,1,6667.0
1650.0,4,3.0,0,313,1.0,14000000,0,0,0,6667.0
1000.0,2,2.0,2,172,1.0,7500000,1,1,0,6667.0
852.0,2,2.0,2,314,1.0,2670000,1,1,0,6667.0
700.0,2,2.0,1,313,1.0,2500000,1,1,0,6667.0
990.0,3,2.0,2,172,1.0,4000000,1,1,0,4040.0
450.0,2,1.0,1,172,1.0,3500000,1,1,1,7778.0
1000.0,2,2.0,2,172,1.0,5000000,1,0,0,5000.0
1700.0,4,3.0,1,298,2.0,29500000,1,1,1,21071.0
1350.0,3,2.0,2,11,1.0,19000000,1,1,1,14074.0
2100.0,4,3.0,0,298,1.0,25500000,1,1,0,14074.0
1450.0,3,3.0,1,263,1.0,34000000,0,0,1,28846.0
2050.0,4,4.0,1,298,1.0,47500000,1,0,1,28846.0
1800.0,3,3.0,1,299,2.0,23000000,1,1,0,28846.0
900.0,3,2.0,1,246,1.0,24000000,1,1,0,28846.0
1500.0,3,2.0,1,263,2.0,21500000,1,1,0,28846.0
1500.0,3,2.0,1,298,1.0,28500000,1,0,1,28846.0
1800.0,4,4.0,1,251,1.0,12500000,1,1,1,6944.0
1674.0,3,3.0,2,298,1.0,45000000,1,1,1,6944.0
2025.0,4,3.0,0,298,2.0,30500000,1,1,1,6944.0
1300.0,3,3.0,1,298,3.0,22500000,1,1,1,6944.0
990.0,3,3.0,0,246,1.0,28000000,1,1,0,6944.0
2100.0,3,4.0,1,298,2.0,25000000,1,1,1,14705.0
2250.0,4,4.0,1,298,2.0,33700000,1,1,1,14705.0
1500.0,3,3.0,1,298,1.0,27000000,1,1,1,18000.0
2700.0,4,4.0,1,298,2.0,43500000,1,0,1,18000.0
1700.0,3,3.0,1,263,2.0,29000000,1,0,1,18000.0
1700.0,3,3.0,1,298,2.0,30000000,1,1,1,17647.0
2050.0,4,4.0,1,298,2.0,52100000,1,0,0,17647.0
1800.0,3,3.0,2,298,1.0,32500000,1,0,1,18055.0
1500.0,3,2.0,1,298,1.0,20500000,1,1,0,18055.0
2000.0,4,3.0,1,298,1.0,25000000,1,1,0,12500.0
1500.0,3,3.0,1,298,2.0,30000000,1,1,1,12500.0
24300.0,4,5.0,1,298,2.0,51000000,1,1,1,12500.0
2475.0,4,4.0,1,298,1.0,31000000,1,1,1,12500.0
1800.0,3,3.0,1,291,1.0,37500000,1,0,1,11291.5
1300.0,3,3.0,1,16,1.0,32500000,1,0,1,11291.5
1500.0,3,3.0,1,291,4.0,37500000,1,0,1,25000.0
2100.0,4,4.0,1,291,3.0,55000000,1,0,1,25000.0
1100.0,2,2.0,2,291,1.0,16300000,1,1,0,14818.0
1100.0,3,3.0,2,292,1.0,25000000,1,1,1,14818.0
1550.0,3,3.0,1,291,1.0,38000000,1,0,1,14818.0
700.0,2,2.0,2,291,1.0,15000000,1,1,1,14818.0
150.0,2,1.0,1,16,1.0,2000000,1,1,0,14818.0
540.0,1,1.0,2,16,1.0,3000000,1,1,1,14818.0
810.0,2,2.0,1,161,1.0,8500000,1,1,1,14818.0
3250.0,4,4.0,1,295,1.0,55000000,1,1,1,14818.0
1600.0,3,3.0,1,291,2.0,22500000,1,1,1,14818.0
900.0,3,3.0,1,161,1.0,12500000,1,0,1,14818.0
972.0,2,2.0,1,291,1.0,17000000,1,1,0,14818.0
2250.0,4,5.0,1,291,2.0,55000000,1,0,1,14818.0
1650.0,3,3.0,1,291,1.0,35000000,1,0,1,14818.0
2610.0,4,4.0,1,294,2.0,42500000,1,1,1,14818.0
600.0,2,2.0,1,16,1.0,4700000,1,1,1,14818.0
1700.0,4,5.0,2,291,2.0,52500000,1,1,1,14818.0
880.0,3,2.0,2,16,1.0,11000000,1,1,1,14818.0
1450.0,3,3.0,1,293,1.0,37500000,1,1,1,14818.0
2200.0,4,4.0,1,296,3.0,52500000,1,0,1,23863.0
1620.0,3,3.0,1,269,1.0,26000000,1,0,1,11291.5
1078.0,3,2.0,2,232,1.0,15500000,1,0,1,11291.5
1710.0,3,3.0,2,261,1.0,22000000,1,1,1,11291.5
1150.0,3,3.0,1,234,1.0,21000000,1,1,1,11291.5
450.0,2,2.0,1,238,1.0,5000000,1,1,1,11291.5
1818.0,3,3.0,2,232,1.0,22000000,1,1,1,11291.5
1800.0,3,2.0,2,235,1.0,26500000,1,1,1,14722.0
780.0,2,2.0,2,236,1.0,8770000,1,1,1,14722.0
405.0,1,1.0,1,76,1.0,4500000,1,1,0,14722.0
900.0,2,3.0,1,232,1.0,8500000,1,1,0,14722.0
807.2925,2,2.0,2,15,1.0,8600000,1,1,0,14722.0
2700.0,4,3.0,1,128,1.0,42500000,1,1,1,14722.0
1100.0,3,2.0,1,232,2.0,13100000,1,1,0,14722.0
585.0,2,2.0,2,238,2.0,7000000,1,1,0,14722.0
2152.78,3,3.0,0,198,2.0,30000000,1,0,1,14722.0
960.0,2,2.0,1,212,2.0,13000000,1,1,0,14722.0
1800.0,4,3.0,2,233,2.0,23100000,1,1,1,14722.0
1100.0,3,2.0,1,232,1.0,16000000,1,1,0,14722.0
900.0,2,2.0,2,232,1.0,12500000,1,1,1,13889.0
1620.0,3,3.0,0,164,1.0,24500000,1,0,1,13889.0
378.0,1,1.0,2,238,1.0,3200000,1,1,0,13889.0
800.0,3,2.0,2,75,1.0,6300000,1,1,0,7875.0
1350.0,3,3.0,1,261,1.0,15000000,1,1,1,11111.0
850.0,3,3.0,2,237,1.0,5700000,1,1,0,11111.0
1580.0,3,2.0,0,325,1.0,21000000,1,1,0,11111.0
820.0,2,3.0,2,232,1.0,7500000,1,1,0,11111.0
594.0,2,1.0,1,20,1.0,6500000,1,1,0,10943.0
14220.0,3,3.0,1,235,1.0,27500000,1,0,1,10943.0
800.0,3,2.0,2,128,1.0,12000000,1,1,1,10943.0
1500.0,3,2.0,1,333,2.0,18000000,1,1,0,10943.0
1600.0,3,3.0,1,18,1.0,15600000,1,1,0,11291.5
1650.0,3,3.0,1,265,1.0,15500000,1,1,0,11291.5
1600.0,3,3.0,1,265,1.0,15200000,1,1,0,11291.5
1900.0,3,3.0,0,120,1.0,25000000,1,1,0,11291.5
1400.0,3,2.0,0,39,1.0,15000000,1,1,0,11291.5
1550.0,3,2.0,1,26,1.0,15800000,1,1,0,11291.5
2000.0,4,3.0,0,201,1.0,31500000,1,1,0,11291.5
1500.0,3,3.0,1,25,1.0,14000000,1,1,0,11291.5
1550.0,3,2.0,1,1,1.0,13200000,1,1,0,11291.5
1600.0,3,2.0,1,25,1.0,15800000,1,1,0,11291.5
1600.0,3,3.0,2,297,1.0,16200000,1,1,0,11291.5
1800.0,3,2.0,1,262,1.0,15500000,1,1,0,11291.5
1470.0,3,2.0,1,1,1.0,14500000,1,1,0,11291.5
1500.0,3,2.0,1,1,1.0,14900000,1,1,0,11291.5
1750.0,3,3.0,0,126,1.0,17200000,1,1,0,11291.5
1650.0,3,3.0,0,135,1.0,18000000,1,1,0,11291.5
1850.0,3,2.0,1,1,1.0,15500000,1,1,0,11291.5
1480.0,3,2.0,0,25,1.0,15800000,1,1,0,11291.5
1214.0,2,2.0,0,91,1.0,12600000,1,1,0,11291.5
1380.0,3,2.0,1,1,1.0,15000000,1,1,0,11291.5
1600.0,4,2.0,0,301,1.0,19500000,1,1,0,11291.5
1585.0,3,3.0,1,309,1.0,16600000,1,1,0,11291.5
1700.0,3,3.0,1,1,1.0,17200000,1,1,0,11291.5
1200.0,2,2.0,1,229,1.0,13000000,1,1,0,11291.5
1800.0,4,3.0,1,214,1.0,16500000,1,1,0,11291.5
1000.0,2,2.0,1,144,1.0,10700000,1,1,0,10700.0
1500.0,3,2.0,0,221,1.0,16200000,1,1,0,10700.0
1700.0,3,2.0,0,126,1.0,16500000,1,1,0,10700.0
1750.0,3,2.0,0,227,1.0,14900000,1,1,0,10700.0
2700.0,4,3.0,0,289,1.0,27500000,1,1,0,10700.0
1500.0,3,3.0,1,51,3.0,35500000,1,1,0,20558.0
2105.0,3,3.0,2,50,3.0,42100000,1,1,0,20558.0
2500.0,4,5.0,1,247,3.0,42500000,1,1,0,17000.0
2090.0,3,4.0,1,50,2.0,44000000,1,1,0,21052.0
2525.0,4,5.0,1,248,3.0,43200000,1,1,0,21052.0
2500.0,4,4.0,1,248,2.0,52500000,1,1,0,21000.0
2100.0,3,4.0,0,50,2.0,34300000,1,1,0,16333.0
2022.0,3,3.0,1,247,2.0,38000000,1,1,0,18793.0
2650.0,4,5.0,0,51,2.0,52500000,1,1,0,19811.0
1850.0,3,3.0,2,50,2.0,37500000,1,1,0,20270.0
2100.0,3,3.0,1,50,2.0,37000000,1,1,0,17619.0
1700.0,3,4.0,1,51,2.0,40000000,1,1,0,17619.0
2105.0,3,3.0,1,50,2.0,36200000,1,1,0,17197.0
1250.0,2,3.0,1,50,1.0,29000000,1,1,0,17197.0
2552.0,4,5.0,0,248,3.0,42500000,1,0,0,16654.0
2125.0,3,3.0,1,248,2.0,36500000,1,1,0,17176.0
2065.0,3,4.0,1,50,2.0,42500000,1,1,0,20581.0
1455.0,2,2.0,1,51,2.0,27500000,1,1,0,18900.0
1400.0,2,3.0,2,50,3.0,28600000,1,1,0,20967.0
2126.0,3,3.0,1,50,2.0,39000000,1,1,0,18344.0
1815.0,3,3.0,1,51,2.0,32500000,1,1,0,17906.0
1700.0,3,3.0,2,248,2.0,34000000,1,1,0,17906.0
700.0,2,2.0,2,7,1.0,16500000,1,1,0,11291.5
980.0,2,2.0,1,321,2.0,13800000,1,1,0,11291.5
1350.0,3,3.0,1,209,2.0,21000000,1,1,0,11291.5
1800.0,3,3.0,1,112,2.0,22500000,1,1,0,11291.5
968.751,2,2.0,1,13,2.0,15000000,1,1,0,11291.5
1250.0,3,3.0,1,209,2.0,20000000,1,0,0,11291.5
1800.0,3,3.0,0,13,2.0,20000000,1,0,0,11291.5
1400.0,3,2.0,1,321,2.0,26000000,1,1,1,11291.5
1000.0,3,3.0,1,209,2.0,19500000,1,1,0,11291.5
1800.0,4,2.0,1,337,1.0,21500000,1,1,0,11291.5
1500.0,3,3.0,2,7,1.0,26500000,1,0,0,11291.5
1600.0,3,3.0,1,209,2.0,20000000,1,1,0,12500.0
1400.0,3,3.0,0,210,1.0,18000000,1,1,0,12500.0
1400.0,3,2.0,2,7,1.0,19000000,1,1,0,12500.0
2700.0,4,4.0,2,125,2.0,36500000,1,1,1,12500.0
1100.0,2,2.0,2,7,2.0,15000000,1,1,0,12500.0
1200.0,2,2.0,1,7,2.0,17500000,1,1,0,12500.0
1400.0,2,2.0,1,7,2.0,14000000,1,1,0,12500.0
1500.0,3,3.0,1,249,2.0,21000000,1,1,0,12500.0
1320.0,3,2.0,2,7,2.0,15600000,1,1,0,12500.0
1300.0,3,3.0,2,250,2.0,19000000,1,1,0,12500.0
1150.0,2,2.0,2,209,1.0,16500000,1,1,0,12500.0
1440.0,3,3.0,2,7,1.0,19000000,1,1,0,12500.0
1400.0,2,2.0,2,225,1.0,16500000,1,1,0,12500.0
450.0,1,1.0,1,7,1.0,3000000,1,1,1,12500.0
1300.0,2,2.0,1,359,1.0,15000000,1,1,0,11538.0
1200.0,2,2.0,2,225,1.0,14300000,1,1,0,11538.0
1300.0,3,2.0,2,225,1.0,18500000,1,1,0,11538.0
1400.0,3,3.0,0,338,1.0,19000000,1,1,0,11538.0
1400.0,3,3.0,1,7,1.0,19000000,1,1,0,11538.0
1600.0,4,2.0,1,70,2.0,15800000,1,1,0,11291.5
1200.0,10,4.0,1,61,2.0,17000000,1,1,0,11291.5
1600.0,4,2.0,1,71,1.0,15500000,1,1,0,11291.5
1250.0,3,2.0,1,61,2.0,16000000,1,1,0,11291.5
950.0,2,2.0,0,61,2.0,12900000,1,1,0,11291.5
1200.0,3,3.0,0,61,2.0,13500000,1,1,0,11291.5
1400.0,4,2.0,0,61,2.0,17800000,1,1,0,11291.5
950.0,2,2.0,0,61,2.0,13200000,1,1,0,11291.5
1350.0,3,3.0,1,61,2.0,14000000,1,1,0,11291.5
1550.0,4,2.0,0,61,2.0,17500000,1,1,0,11291.5
1300.0,3,2.0,1,61,2.0,17000000,1,1,0,11291.5
1000.0,2,2.0,0,60,2.0,13000000,1,1,0,11291.5
1500.0,3,3.0,0,60,2.0,17000000,1,1,0,11291.5
950.0,2,2.0,0,61,2.0,12700000,1,1,0,11291.5
1200.0,3,2.0,0,61,2.0,13500000,1,1,0,11291.5
1400.0,4,2.0,0,61,2.0,17400000,1,1,0,11291.5
1500.0,4,2.0,0,61,2.0,17800000,1,1,0,11291.5
1050.0,2,2.0,0,61,2.0,12700000,1,1,0,11291.5
1550.0,4,2.0,0,61,2.0,16200000,1,1,0,11291.5
950.0,2,2.0,0,61,2.0,11100000,1,1,0,11291.5
1150.0,2,2.0,0,61,2.0,13600000,1,1,0,11291.5
1150.0,2,2.0,0,60,2.0,13100000,1,1,0,11291.5
1150.0,2,2.0,0,61,2.0,12500000,1,1,0,11291.5
1500.0,3,2.0,0,61,2.0,13600000,1,1,0,11291.5
1800.0,4,4.0,0,327,2.0,12000000,1,0,0,6667.0
1300.0,3,3.0,0,327,1.0,20000000,1,0,0,15384.0
1150.0,2,2.0,2,305,1.0,13500000,1,1,0,15384.0
1500.0,3,2.0,2,306,1.0,14000000,1,1,0,15384.0
1150.0,2,2.0,1,69,2.0,10800000,1,1,0,15384.0
900.0,3,2.0,1,222,1.0,9000000,1,0,1,11291.5
1150.0,3,2.0,1,222,1.0,6300000,1,1,1,11291.5
1000.0,3,3.0,1,331,1.0,5500000,1,0,0,11291.5
450.0,1,1.0,1,222,1.0,2350000,1,1,0,5222.0
1350.0,3,3.0,1,330,1.0,8500000,1,1,0,5222.0
445.0,1,2.0,1,331,1.0,1650000,1,1,0,5222.0
1200.0,2,2.0,1,188,1.0,10000000,1,1,0,8333.0
50.0,1,1.0,2,136,1.0,1500000,1,1,1,8333.0
1100.0,2,2.0,1,332,1.0,2800000,1,1,1,8333.0
700.0,2,2.0,1,331,1.0,2600000,1,1,1,3714.0
500.0,1,1.0,0,222,1.0,2350000,1,1,1,3714.0
540.0,1,1.0,2,331,1.0,2350000,1,1,0,3714.0
450.0,1,1.0,2,330,1.0,2000000,1,0,1,3714.0
800.0,2,2.0,1,330,1.0,5000000,0,1,1,3714.0
700.0,2,2.0,1,222,1.0,3500000,1,1,1,3714.0
750.0,2,2.0,1,330,1.0,4500000,0,1,1,3714.0
750.0,2,2.0,2,330,1.0,4000000,1,1,1,3714.0
1600.0,3,3.0,2,222,1.0,10800000,1,1,1,3714.0
1000.0,3,2.0,2,222,1.0,10000000,1,0,1,3714.0
1600.0,3,3.0,2,222,1.0,10800000,1,1,1,3714.0
900.0,3,2.0,1,188,1.0,9000000,1,1,1,3714.0
1700.0,3,3.0,1,222,1.0,8500000,1,0,0,3714.0
1100.0,3,2.0,1,222,1.0,6000000,1,1,1,3714.0
1000.0,3,3.0,1,222,1.0,5500000,1,0,0,3714.0
1000.0,3,2.0,1,188,1.0,7000000,1,0,1,7000.0
1100.0,3,2.0,0,330,1.0,6000000,1,1,0,5455.0
765.0,3,2.0,2,188,1.0,3700000,1,1,1,4837.0
900.0,2,2.0,1,136,1.0,3100000,1,1,1,3444.0
600.0,2,2.0,2,330,1.0,4500000,1,1,0,3444.0
360.0,1,1.0,1,136,1.0,1500000,1,1,1,4167.0
950.0,3,2.0,1,41,1.0,7090000,0,0,1,11291.5
3600.0,2,2.0,1,43,1.0,4500000,1,0,1,11291.5
1305.0,4,3.0,2,139,1.0,5500000,0,0,1,11291.5
950.0,3,2.0,1,41,2.0,6990000,0,0,1,11291.5
800.0,2,2.0,1,41,1.0,4400000,1,0,0,11291.5
1800.0,4,4.0,1,42,1.0,12500000,1,1,1,11291.5
800.0,2,2.0,1,41,1.0,3000000,1,0,1,11291.5
675.0,2,2.0,1,41,1.0,2800000,1,0,1,11291.5
1175.0,3,3.0,2,139,4.0,5000000,0,0,1,11291.5
1500.0,3,3.0,2,41,4.0,6000000,1,1,1,11291.5
810.0,2,2.0,2,41,4.0,4500000,1,1,0,11291.5
630.0,2,2.0,2,42,1.0,2800000,1,1,0,11291.5
650.0,2,2.0,1,41,1.0,2500000,1,1,1,11291.5
1800.0,4,4.0,1,42,1.0,8500000,1,0,1,11291.5
725.0,2,2.0,0,41,1.0,3000000,1,1,0,4138.0
900.0,3,2.0,1,41,1.0,4900000,1,0,1,4138.0
750.0,2,2.0,2,41,1.0,3500000,1,0,1,4138.0
700.0,2,2.0,1,42,1.0,3000000,1,0,1,4138.0
950.0,3,2.0,1,41,1.0,7020000,0,0,1,4138.0
900.0,2,2.0,1,41,1.0,3500000,1,0,1,4138.0
1500.0,3,3.0,1,41,1.0,7000000,1,0,1,4138.0
500.0,2,1.0,1,42,2.0,7000000,1,1,0,4138.0
1035.0,3,3.0,1,42,1.0,4500000,1,0,1,4138.0
825.0,3,2.0,1,14,1.0,5990000,1,0,1,4138.0
1300.0,3,3.0,1,41,1.0,4400000,1,0,1,4138.0
765.0,2,2.0,2,41,4.0,2500000,1,0,1,4138.0
580.0,1,1.0,1,42,1.0,1600000,1,0,1,4138.0
1750.0,3,3.0,1,42,1.0,6500000,1,0,1,4138.0
650.0,2,2.0,1,194,1.0,2750000,1,1,0,11291.5
405.0,1,1.0,1,194,1.0,1500000,1,0,0,11291.5
675.0,2,1.0,2,194,1.0,2200000,1,1,1,3259.0
850.0,2,2.0,1,194,1.0,2800000,1,1,0,3294.0
800.0,3,3.0,1,194,1.0,4500000,1,1,0,3294.0
405.0,1,1.0,0,194,1.0,1800000,1,1,0,3294.0
1350.0,3,3.0,2,194,1.0,8500000,1,0,1,3294.0
1350.0,3,3.0,2,194,1.0,8500000,1,0,0,3294.0
450.0,1,1.0,2,194,1.0,1700000,1,0,1,3294.0
1300.0,3,3.0,1,196,2.0,7000000,1,0,1,3294.0
1050.0,3,2.0,2,194,2.0,5600000,1,0,1,3294.0
1675.0,4,3.0,0,194,2.0,13500000,1,1,1,8060.0
1250.0,3,3.0,2,194,2.0,8500000,0,0,1,8060.0
1080.0,3,3.0,2,194,5.0,6000000,1,0,0,8060.0
1170.0,3,3.0,2,9,5.0,7200000,0,0,1,8060.0
1250.0,3,2.0,1,195,1.0,6500000,1,1,0,8060.0
1500.0,3,3.0,1,9,1.0,8400000,1,0,0,8060.0
1350.0,3,3.0,2,194,1.0,8500000,1,0,0,8060.0
855.0,2,2.0,1,194,1.0,4000000,1,1,1,4678.0
540.0,1,1.0,2,194,1.0,1700000,1,1,1,3148.0
1044.0983,3,2.0,2,194,1.0,6000000,1,1,1,3148.0
405.0,1,1.0,1,194,1.0,1600000,1,1,0,3148.0
500.0,1,2.0,1,194,1.0,2100000,1,1,0,4200.0
450.0,1,1.0,0,194,1.0,1700000,1,1,0,3778.0
405.0,1,1.0,2,9,1.0,1500000,1,1,0,3778.0
405.0,1,1.0,2,194,1.0,1200000,1,1,1,2963.0
450.0,1,1.0,2,33,1.0,1650000,1,1,0,3667.0
173.0,2,2.0,2,194,1.0,3500000,1,1,1,3667.0
1100.0,3,2.0,2,194,1.0,8500000,1,1,1,7727.0
600.0,2,2.0,2,194,1.0,3200000,1,1,1,5333.0
800.0,3,2.0,1,177,1.0,4400000,1,0,1,11291.5
